Group ,Subgroup,Language,State,Number of speakers1,Margin of Error2,"Speak English less than ""Very Well""1",Margin of Error2
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Kusaiean,Minnesota,(D),(D),(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Mokilese,Minnesota,(D),(D),(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Palau,Minnesota,20,21,(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Trukese,Minnesota,75,8,50,20
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Yapese,Minnesota,(D),(D),(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Melanesian,Minnesota,60,60,(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Samoan,Minnesota,165,81,70,63
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Tongan,Minnesota,10,12,(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Fijian,Minnesota,(D),(D),(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Hawaiian,Minnesota,140,123,(B),--
ALL OTHER LANGUAGES,.Navajo,.Navajo,Minnesota,84,113,2,4
ALL OTHER LANGUAGES,.Other Native North American languages,..Aleut,Minnesota,(D),(D),(D),(D)
ALL OTHER LANGUAGES,.Other Native North American languages,..Inupik,Minnesota,30,46,(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Blackfoot,Minnesota,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Cheyenne,Minnesota,80,81,(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Fox,Minnesota,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Menomini,Minnesota,4,7,(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Ojibwa,Minnesota,"4,565",462,400,123
ALL OTHER LANGUAGES,.Other Native North American languages,..Kuchin,Minnesota,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Apache,Minnesota,40,55,(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Nez Perce,Minnesota,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Diegueno,Minnesota,40,48,(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Hidatsa,Minnesota,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Dakota,Minnesota,750,224,50,36
ALL OTHER LANGUAGES,.Other Native North American languages,..Muskogee,Minnesota,(D),(D),(D),(D)
ALL OTHER LANGUAGES,.Other Native North American languages,..Seneca,Minnesota,(D),(D),(D),(D)
ALL OTHER LANGUAGES,.Other Native North American languages,..Cherokee,Minnesota,25,37,(D),(D)
ALL OTHER LANGUAGES,.Other Native North American languages,..American Indian,Minnesota,375,197,45,29
ALL OTHER LANGUAGES,.Hungarian,.Hungarian,Minnesota,467,155,44,45
ALL OTHER LANGUAGES,.Arabic,.Arabic,Minnesota,"9,732","1,181","3,082",550
ALL OTHER LANGUAGES,.Hebrew,.Hebrew,Minnesota,"1,119",264,113,56
ALL OTHER LANGUAGES,.African languages,..Amharic,Minnesota,"9,490","1,009","4,395",504
ALL OTHER LANGUAGES,.African languages,..Berber,Minnesota,45,55,(D),(D)
ALL OTHER LANGUAGES,.African languages,..Chadic,Minnesota,245,124,70,78
ALL OTHER LANGUAGES,.African languages,..Cushite,Minnesota,"38,135","2,032","18,500","1,124"
ALL OTHER LANGUAGES,.African languages,..Sudanic,Minnesota,530,375,140,115
ALL OTHER LANGUAGES,.African languages,..Nilotic,Minnesota,970,348,315,163
ALL OTHER LANGUAGES,.African languages,..Nilo-Hamitic,Minnesota,170,149,(B),--
ALL OTHER LANGUAGES,.African languages,..Swahili,Minnesota,"4,360",741,"1,025",287
ALL OTHER LANGUAGES,.African languages,..Bantu,Minnesota,"1,935",558,315,175
ALL OTHER LANGUAGES,.African languages,..Mande,Minnesota,"1,640",511,500,208
ALL OTHER LANGUAGES,.African languages,..Fulani,Minnesota,230,122,55,42
ALL OTHER LANGUAGES,.African languages,"..Kru, Ibo, Yoruba",Minnesota,"6,425",781,"1,555",326
ALL OTHER LANGUAGES,.African languages,..Efik,Minnesota,205,165,55,67
ALL OTHER LANGUAGES,.African languages,..African,Minnesota,150,110,100,98
ALL OTHER LANGUAGES,.Other and unspecified languages,..Finnish,Minnesota,"3,175",358,595,146
ALL OTHER LANGUAGES,.Other and unspecified languages,..Estonian,Minnesota,100,60,30,25
ALL OTHER LANGUAGES,.Other and unspecified languages,..Caucasian,Minnesota,45,50,30,34
ALL OTHER LANGUAGES,.Other and unspecified languages,..Basque,Minnesota,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other and unspecified languages,..Syriac,Minnesota,50,41,(D),(D)
ALL OTHER LANGUAGES,.Other and unspecified languages,..Mayan languages,Minnesota,955,349,760,290
ALL OTHER LANGUAGES,.Other and unspecified languages,..Oto - Manguen,Minnesota,4,12,4,12
ALL OTHER LANGUAGES,.Other and unspecified languages,..Quechua,Minnesota,75,113,70,112
ALL OTHER LANGUAGES,.Other and unspecified languages,..Arawakian,Minnesota,(D),(D),(D),(D)
ALL OTHER LANGUAGES,.Other and unspecified languages,..Uncodable,Minnesota,90,50,(B),--
Total,Total,Total Speakers,Mississippi,"2,771,287",538,"43,433","1,720"
English,English,English,Mississippi,"2,663,097","2,380",(X),(X)
SPANISH AND SPANISH CREOLE,Spanish,..Spanish,Mississippi,"65,295","1,971","28,985","1,418"
OTHER INDO-EUROPEAN LANGUAGES,".French (incl. Patois, Cajun)",..French,Mississippi,"4,315",561,"1,005",270
OTHER INDO-EUROPEAN LANGUAGES,".French (incl. Patois, Cajun)",..Patois,Mississippi,15,21,(B),--
OTHER INDO-EUROPEAN LANGUAGES,".French (incl. Patois, Cajun)",..Cajun,Mississippi,410,167,35,33
OTHER INDO-EUROPEAN LANGUAGES,.French Creole,.French Creole,Mississippi,194,178,4,8
OTHER INDO-EUROPEAN LANGUAGES,.Italian,.Italian,Mississippi,890,182,145,67
OTHER INDO-EUROPEAN LANGUAGES,.Portuguese (incl. Portuguese Creole),..Portuguese,Mississippi,470,197,80,57
OTHER INDO-EUROPEAN LANGUAGES,.German (incl. Luxembourgian),..German,Mississippi,"3,145",403,690,203
OTHER INDO-EUROPEAN LANGUAGES,.Yiddish,.Yiddish,Mississippi,45,40,30,32
OTHER INDO-EUROPEAN LANGUAGES,.Other West Germanic languages,..Pennsylvania Dutch,Mississippi,35,32,(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Other West Germanic languages,..Dutch,Mississippi,215,119,(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other West Germanic languages,..Afrikaans,Mississippi,95,73,(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Scandinavian languages,..Swedish,Mississippi,(D),(D),(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Scandinavian languages,..Danish,Mississippi,50,37,40,33
OTHER INDO-EUROPEAN LANGUAGES,.Scandinavian languages,..Norwegian,Mississippi,135,81,(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Greek,.Greek,Mississippi,229,130,31,37
OTHER INDO-EUROPEAN LANGUAGES,.Russian,.Russian,Mississippi,467,186,151,68
OTHER INDO-EUROPEAN LANGUAGES,.Polish,.Polish,Mississippi,175,110,(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Serbo-Croatian languages,..Serbocroatian,Mississippi,30,38,(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Serbo-Croatian languages,..Croatian,Mississippi,35,32,20,18
OTHER INDO-EUROPEAN LANGUAGES,.Serbo-Croatian languages,..Serbian,Mississippi,30,47,(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Ukrainian,Mississippi,(D),(D),(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Czech,Mississippi,160,90,40,34
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Slovak,Mississippi,65,79,(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Armenian,.Armenian,Mississippi,26,28,(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Persian,.Persian,Mississippi,174,105,39,39
OTHER INDO-EUROPEAN LANGUAGES,.Hindi,.Hindi,Mississippi,978,253,134,102
OTHER INDO-EUROPEAN LANGUAGES,.Gujarati,.Gujarati,Mississippi,"1,566",409,490,194
OTHER INDO-EUROPEAN LANGUAGES,.Urdu,.Urdu,Mississippi,414,292,97,66
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..India n.e.c.3,Mississippi,525,308,255,221
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Bengali,Mississippi,265,148,90,72
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Panjabi,Mississippi,530,206,190,119
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Marathi,Mississippi,125,85,25,27
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Bihari,Mississippi,(D),(D),(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Nepali,Mississippi,110,83,80,91
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Sindhi,Mississippi,(D),(D),(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Sinhalese,Mississippi,160,117,110,87
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Jamaican Creole,Mississippi,(D),(D),(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Romanian,Mississippi,105,85,(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Irish Gaelic,Mississippi,80,52,(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Lithuanian,Mississippi,25,36,20,35
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Latvian,Mississippi,(D),(D),(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Kurdish,Mississippi,(D),(D),(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Chinese,Mississippi,"3,675",728,"2,235",505
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Cantonese,Mississippi,135,90,60,37
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Mandarin,Mississippi,280,158,160,107
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Formosan,Mississippi,75,78,(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Japanese,.Japanese,Mississippi,778,252,310,152
ASIAN AND PACIFIC ISLAND LANGUAGES,.Korean,.Korean,Mississippi,"1,524",409,552,181
ASIAN AND PACIFIC ISLAND LANGUAGES,".Mon-Khmer, Cambodian",".Mon-Khmer, Cambodian",Mississippi,111,71,33,27
ASIAN AND PACIFIC ISLAND LANGUAGES,.Hmong,.Hmong,Mississippi,8,8,(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Thai,.Thai,Mississippi,197,151,127,98
ASIAN AND PACIFIC ISLAND LANGUAGES,.Laotian,.Laotian,Mississippi,215,211,30,37
ASIAN AND PACIFIC ISLAND LANGUAGES,.Vietnamese,.Vietnamese,Mississippi,"6,564",880,"3,539",620
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Turkish,Mississippi,370,229,80,75
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Telugu,Mississippi,440,208,(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Kannada,Mississippi,25,27,(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Malayalam,Mississippi,95,112,(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Tamil,Mississippi,130,98,(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Burmese,Mississippi,(D),(D),(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Mien,Mississippi,(D),(D),(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Tagalog,.Tagalog,Mississippi,"2,661",565,940,337
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Indonesian,Mississippi,55,65,(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Malay,Mississippi,45,40,(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Bisayan,Mississippi,70,87,45,65
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Sebuano,Mississippi,315,360,(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Bikol,Mississippi,(D),(D),(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Chamorro,Mississippi,(D),(D),(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Marshallese,Mississippi,(D),(D),(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Samoan,Mississippi,15,17,(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Pacific Island languages,..Hawaiian,Mississippi,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Inupik,Mississippi,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..French Cree,Mississippi,(D),(D),(D),(D)
ALL OTHER LANGUAGES,.Other Native North American languages,..Salish,Mississippi,(D),(D),(D),(D)
ALL OTHER LANGUAGES,.Other Native North American languages,..Apache,Mississippi,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other Native North American languages,..Choctaw,Mississippi,"4,275",490,800,209
ALL OTHER LANGUAGES,.Other Native North American languages,..American Indian,Mississippi,70,54,(D),(D)
ALL OTHER LANGUAGES,.Hungarian,.Hungarian,Mississippi,32,25,6,12
ALL OTHER LANGUAGES,.Arabic,.Arabic,Mississippi,"2,140",558,859,361
ALL OTHER LANGUAGES,.Hebrew,.Hebrew,Mississippi,39,35,(B),--
ALL OTHER LANGUAGES,.African languages,..Amharic,Mississippi,190,182,(D),(D)
ALL OTHER LANGUAGES,.African languages,..Chadic,Mississippi,30,47,(D),(D)
ALL OTHER LANGUAGES,.African languages,..Cushite,Mississippi,(D),(D),(B),--
ALL OTHER LANGUAGES,.African languages,..Sudanic,Mississippi,(D),(D),(D),(D)
ALL OTHER LANGUAGES,.African languages,..Swahili,Mississippi,255,237,100,116
ALL OTHER LANGUAGES,.African languages,..Bantu,Mississippi,30,31,(B),--
ALL OTHER LANGUAGES,.African languages,..Fulani,Mississippi,140,111,65,63
ALL OTHER LANGUAGES,.African languages,"..Kru, Ibo, Yoruba",Mississippi,400,182,55,42
ALL OTHER LANGUAGES,.African languages,..African,Mississippi,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other and unspecified languages,..Syriac,Mississippi,25,37,(B),--
ALL OTHER LANGUAGES,.Other and unspecified languages,..Aztecan,Mississippi,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other and unspecified languages,..Mayan languages,Mississippi,445,419,345,337
ALL OTHER LANGUAGES,.Other and unspecified languages,..Oto - Manguen,Mississippi,35,75,35,75
ALL OTHER LANGUAGES,.Other and unspecified languages,..Arawakian,Mississippi,(D),(D),(B),--
ALL OTHER LANGUAGES,.Other and unspecified languages,..Tupi-Guarani,Mississippi,(D),(D),(D),(D)
ALL OTHER LANGUAGES,.Other and unspecified languages,..Uncodable,Mississippi,215,144,(B),--
Total,Total,Total Speakers,Missouri,"5,624,171",590,"128,049","3,298"
English,English,English,Missouri,"5,279,336","4,734",(X),(X)
SPANISH AND SPANISH CREOLE,Spanish,..Spanish,Missouri,"148,040","2,631","56,170","2,047"
OTHER INDO-EUROPEAN LANGUAGES,".French (incl. Patois, Cajun)",..French,Missouri,"14,380",999,"2,830",443
OTHER INDO-EUROPEAN LANGUAGES,".French (incl. Patois, Cajun)",..Patois,Missouri,80,68,(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,".French (incl. Patois, Cajun)",..Cajun,Missouri,35,34,(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.French Creole,.French Creole,Missouri,734,275,330,235
OTHER INDO-EUROPEAN LANGUAGES,.Italian,.Italian,Missouri,"4,391",576,770,193
OTHER INDO-EUROPEAN LANGUAGES,.Portuguese (incl. Portuguese Creole),..Portuguese,Missouri,"2,595",590,745,303
OTHER INDO-EUROPEAN LANGUAGES,.Portuguese (incl. Portuguese Creole),..Papia Mentae,Missouri,(D),(D),(B),--
OTHER INDO-EUROPEAN LANGUAGES,.German (incl. Luxembourgian),..German,Missouri,"22,910","1,409","5,565",929
OTHER INDO-EUROPEAN LANGUAGES,.Yiddish,.Yiddish,Missouri,221,107,51,41
OTHER INDO-EUROPEAN LANGUAGES,.Other West Germanic languages,..Pennsylvania Dutch,Missouri,"4,085",677,"1,685",354
OTHER INDO-EUROPEAN LANGUAGES,.Other West Germanic languages,..Dutch,Missouri,"3,085",716,745,215
OTHER INDO-EUROPEAN LANGUAGES,.Other West Germanic languages,..Afrikaans,Missouri,330,130,25,22
OTHER INDO-EUROPEAN LANGUAGES,.Scandinavian languages,..Swedish,Missouri,475,205,40,42
OTHER INDO-EUROPEAN LANGUAGES,.Scandinavian languages,..Danish,Missouri,170,93,45,49
OTHER INDO-EUROPEAN LANGUAGES,.Scandinavian languages,..Norwegian,Missouri,200,97,4,9
OTHER INDO-EUROPEAN LANGUAGES,.Scandinavian languages,..Icelandic,Missouri,(D),(D),(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Greek,.Greek,Missouri,"1,474",354,378,146
OTHER INDO-EUROPEAN LANGUAGES,.Russian,.Russian,Missouri,"8,678",899,"4,225",667
OTHER INDO-EUROPEAN LANGUAGES,.Polish,.Polish,Missouri,"1,500",298,409,136
OTHER INDO-EUROPEAN LANGUAGES,.Serbo-Croatian languages,..Serbocroatian,Missouri,"12,340","1,454","6,045",795
OTHER INDO-EUROPEAN LANGUAGES,.Serbo-Croatian languages,..Croatian,Missouri,635,219,220,95
OTHER INDO-EUROPEAN LANGUAGES,.Serbo-Croatian languages,..Serbian,Missouri,525,261,215,127
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Ukrainian,Missouri,880,327,300,177
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Czech,Missouri,325,161,20,23
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Slovak,Missouri,60,56,(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Bulgarian,Missouri,"1,020",362,285,184
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Macedonian,Missouri,90,112,(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Other Slavic languages,..Slovene,Missouri,(D),(D),(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Armenian,.Armenian,Missouri,187,132,49,62
OTHER INDO-EUROPEAN LANGUAGES,.Persian,.Persian,Missouri,"3,068",549,"1,039",282
OTHER INDO-EUROPEAN LANGUAGES,.Hindi,.Hindi,Missouri,"3,999",645,402,130
OTHER INDO-EUROPEAN LANGUAGES,.Gujarati,.Gujarati,Missouri,"1,813",485,570,228
OTHER INDO-EUROPEAN LANGUAGES,.Urdu,.Urdu,Missouri,"3,456",764,484,150
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..India n.e.c.3,Missouri,415,209,190,140
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Bengali,Missouri,"1,990",588,570,220
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Panjabi,Missouri,820,351,245,143
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Marathi,Missouri,845,297,80,74
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Oriya,Missouri,265,211,(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Assamese,Missouri,(D),(D),(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Kashmiri,Missouri,(D),(D),(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Nepali,Missouri,"1,290",411,685,297
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Sindhi,Missouri,(D),(D),(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Pakistan n.e.c.3,Missouri,200,178,(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Other Indic languages,..Sinhalese,Missouri,155,108,65,74
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Jamaican Creole,Missouri,25,29,(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Krio,Missouri,(D),(D),(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Pidgin,Missouri,40,30,(D),(D)
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Romanian,Missouri,"1,645",465,450,213
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Irish Gaelic,Missouri,130,79,20,25
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Scottic Gaelic,Missouri,(D),(D),(B),--
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Albanian,Missouri,"1,630",690,840,370
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Lithuanian,Missouri,185,113,80,70
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Latvian,Missouri,165,117,55,44
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Pashto,Missouri,385,280,155,121
OTHER INDO-EUROPEAN LANGUAGES,.Other Indo-European languages,..Kurdish,Missouri,470,240,230,132
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Chinese,Missouri,"14,755","1,073","8,380",830
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Hakka,Missouri,(D),(D),(B),--
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Cantonese,Missouri,890,317,510,223
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Mandarin,Missouri,"2,620",461,"1,155",291
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Fuchow,Missouri,(D),(D),(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Formosan,Missouri,520,196,340,170
ASIAN AND PACIFIC ISLAND LANGUAGES,".Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",..Wu,Missouri,10,12,10,12
ASIAN AND PACIFIC ISLAND LANGUAGES,.Japanese,.Japanese,Missouri,"2,818",410,"1,048",225
ASIAN AND PACIFIC ISLAND LANGUAGES,.Korean,.Korean,Missouri,"6,918",703,"3,827",623
ASIAN AND PACIFIC ISLAND LANGUAGES,".Mon-Khmer, Cambodian",".Mon-Khmer, Cambodian",Missouri,"1,095",455,668,278
ASIAN AND PACIFIC ISLAND LANGUAGES,.Hmong,.Hmong,Missouri,949,226,468,172
ASIAN AND PACIFIC ISLAND LANGUAGES,.Thai,.Thai,Missouri,"1,512",385,651,204
ASIAN AND PACIFIC ISLAND LANGUAGES,.Laotian,.Laotian,Missouri,"1,058",403,592,283
ASIAN AND PACIFIC ISLAND LANGUAGES,.Vietnamese,.Vietnamese,Missouri,"12,185","1,025","7,743",670
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Uighur,Missouri,365,277,275,221
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Azerbaijani,Missouri,(D),(D),(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Turkish,Missouri,"1,945",884,750,404
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Mongolian,Missouri,(D),(D),(D),(D)
ASIAN AND PACIFIC ISLAND LANGUAGES,.Other Asian languages,..Tungus,Missouri,(D),(D),(D),(D)
