Group,Subgroup,Language,State,State_ID,Speakers,Margin of Error,"Speak English less than ""Very Well""",Margin of Error.1
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Nepali,Montana,MT,,,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Romanian,Montana,MT,150,132,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Irish Gaelic,Montana,MT,170,89,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Latvian,Montana,MT,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,"Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",Chinese,Montana,MT,775,241,435,177
ASIAN AND PACIFIC ISLAND LANGUAGES,"Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",Cantonese,Montana,MT,45,48,,
ASIAN AND PACIFIC ISLAND LANGUAGES,"Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",Mandarin,Montana,MT,155,123,135,118
ASIAN AND PACIFIC ISLAND LANGUAGES,"Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",Formosan,Montana,MT,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Japanese,Japanese,Montana,MT,715,229,360,184
ASIAN AND PACIFIC ISLAND LANGUAGES,Korean,Korean,Montana,MT,431,175,282,139
ASIAN AND PACIFIC ISLAND LANGUAGES,"Mon-Khmer, Cambodian","Mon-Khmer, Cambodian",Montana,MT,6,9,6,9
ASIAN AND PACIFIC ISLAND LANGUAGES,Hmong,Hmong,Montana,MT,92,143,9,19
ASIAN AND PACIFIC ISLAND LANGUAGES,Thai,Thai,Montana,MT,185,106,113,83
ASIAN AND PACIFIC ISLAND LANGUAGES,Laotian,Laotian,Montana,MT,5,7,5,7
ASIAN AND PACIFIC ISLAND LANGUAGES,Vietnamese,Vietnamese,Montana,MT,133,91,87,82
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Turkish,Montana,MT,40,36,30,32
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Mongolian,Montana,MT,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Telugu,Montana,MT,80,92,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Malayalam,Montana,MT,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Tamil,Montana,MT,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Burmese,Montana,MT,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Karen,Montana,MT,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Tagalog,Tagalog,Montana,MT,787,233,342,173
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Indonesian,Montana,MT,35,36,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Malay,Montana,MT,85,99,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Bisayan,Montana,MT,115,97,35,40
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Chamorro,Montana,MT,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Polynesian,Montana,MT,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Samoan,Montana,MT,40,25,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Tongan,Montana,MT,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Fijian,Montana,MT,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Hawaiian,Montana,MT,40,46,,
ALL OTHER LANGUAGES,Navajo,Navajo,Montana,MT,159,77,12,14
ALL OTHER LANGUAGES,Other Native North American languages,Arapaho,Montana,MT,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Atsina,Montana,MT,30,26,,
ALL OTHER LANGUAGES,Other Native North American languages,Blackfoot,Montana,MT,"1,075",209,35,33
ALL OTHER LANGUAGES,Other Native North American languages,Cheyenne,Montana,MT,"1,120",264,50,29
ALL OTHER LANGUAGES,Other Native North American languages,Cree,Montana,MT,250,85,35,28
ALL OTHER LANGUAGES,Other Native North American languages,Ojibwa,Montana,MT,305,120,30,25
ALL OTHER LANGUAGES,Other Native North American languages,Potawatomi,Montana,MT,55,70,,
ALL OTHER LANGUAGES,Other Native North American languages,Shawnee,Montana,MT,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Kutenai,Montana,MT,165,143,,
ALL OTHER LANGUAGES,Other Native North American languages,Salish,Montana,MT,565,161,,
ALL OTHER LANGUAGES,Other Native North American languages,Apache,Montana,MT,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Nez Perce,Montana,MT,35,36,,
ALL OTHER LANGUAGES,Other Native North American languages,Crow,Montana,MT,"3,860",464,200,165
ALL OTHER LANGUAGES,Other Native North American languages,Hidatsa,Montana,MT,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Dakota,Montana,MT,510,173,40,35
ALL OTHER LANGUAGES,Other Native North American languages,Winnebago,Montana,MT,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Choctaw,Montana,MT,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Muskogee,Montana,MT,,,,
ALL OTHER LANGUAGES,Other Native North American languages,American Indian,Montana,MT,85,50,,
ALL OTHER LANGUAGES,Hungarian,Hungarian,Montana,MT,57,35,,
ALL OTHER LANGUAGES,Arabic,Arabic,Montana,MT,415,241,240,154
ALL OTHER LANGUAGES,Hebrew,Hebrew,Montana,MT,176,119,,
ALL OTHER LANGUAGES,African languages,Amharic,Montana,MT,75,62,55,54
ALL OTHER LANGUAGES,African languages,Bantu,Montana,MT,45,46,,
ALL OTHER LANGUAGES,African languages,"Kru, Ibo, Yoruba",Montana,MT,70,77,25,29
ALL OTHER LANGUAGES,Other and unspecified languages,Finnish,Montana,MT,90,49,,
ALL OTHER LANGUAGES,Other and unspecified languages,Estonian,Montana,MT,,,,
ALL OTHER LANGUAGES,Other and unspecified languages,Syriac,Montana,MT,,,,
ALL OTHER LANGUAGES,Other and unspecified languages,Uncodable,Montana,MT,30,30,,
ENGLISH,English,English,Nebraska,NE,"1,530,738","3,168",,
SPANISH AND SPANISH CREOLE,Spanish and Spanish Creole,Spanish,Nebraska,NE,"119,505","2,162","57,285","1,663"
OTHER INDO-EUROPEAN LANGUAGES,"French (incl. Patois, Cajun)",French,Nebraska,NE,"4,755",645,"1,420",285
OTHER INDO-EUROPEAN LANGUAGES,"French (incl. Patois, Cajun)",Cajun,Nebraska,NE,45,57,,
OTHER INDO-EUROPEAN LANGUAGES,French Creole,French Creole,Nebraska,NE,154,131,14,23
OTHER INDO-EUROPEAN LANGUAGES,Italian,Italian,Nebraska,NE,"1,364",323,281,119
OTHER INDO-EUROPEAN LANGUAGES,Portuguese (incl. Portuguese Creole),Portuguese,Nebraska,NE,790,226,115,56
OTHER INDO-EUROPEAN LANGUAGES,German (incl. Luxembourgian),German,Nebraska,NE,"5,690",457,765,140
OTHER INDO-EUROPEAN LANGUAGES,Yiddish,Yiddish,Nebraska,NE,148,117,39,50
OTHER INDO-EUROPEAN LANGUAGES,Other West Germanic languages,Pennsylvania Dutch,Nebraska,NE,75,50,20,26
OTHER INDO-EUROPEAN LANGUAGES,Other West Germanic languages,Dutch,Nebraska,NE,335,128,55,40
OTHER INDO-EUROPEAN LANGUAGES,Other West Germanic languages,Afrikaans,Nebraska,NE,85,59,,
OTHER INDO-EUROPEAN LANGUAGES,Scandinavian languages,Swedish,Nebraska,NE,220,81,30,39
OTHER INDO-EUROPEAN LANGUAGES,Scandinavian languages,Danish,Nebraska,NE,130,54,60,36
OTHER INDO-EUROPEAN LANGUAGES,Scandinavian languages,Norwegian,Nebraska,NE,95,44,15,19
OTHER INDO-EUROPEAN LANGUAGES,Greek,Greek,Nebraska,NE,301,103,95,72
OTHER INDO-EUROPEAN LANGUAGES,Russian,Russian,Nebraska,NE,"1,324",274,576,176
OTHER INDO-EUROPEAN LANGUAGES,Polish,Polish,Nebraska,NE,919,232,174,59
OTHER INDO-EUROPEAN LANGUAGES,Serbo-Croatian languages,Serbocroatian,Nebraska,NE,265,167,95,112
OTHER INDO-EUROPEAN LANGUAGES,Serbo-Croatian languages,Croatian,Nebraska,NE,245,169,125,114
OTHER INDO-EUROPEAN LANGUAGES,Serbo-Croatian languages,Serbian,Nebraska,NE,45,40,,
OTHER INDO-EUROPEAN LANGUAGES,Other Slavic languages,Bielorussian,Nebraska,NE,,,,
OTHER INDO-EUROPEAN LANGUAGES,Other Slavic languages,Ukrainian,Nebraska,NE,620,291,260,167
OTHER INDO-EUROPEAN LANGUAGES,Other Slavic languages,Czech,Nebraska,NE,"1,770",267,225,90
OTHER INDO-EUROPEAN LANGUAGES,Other Slavic languages,Slovak,Nebraska,NE,40,43,10,12
OTHER INDO-EUROPEAN LANGUAGES,Other Slavic languages,Bulgarian,Nebraska,NE,,,,
OTHER INDO-EUROPEAN LANGUAGES,Other Slavic languages,Macedonian,Nebraska,NE,,,,
OTHER INDO-EUROPEAN LANGUAGES,Other Slavic languages,Slovene,Nebraska,NE,,,,
OTHER INDO-EUROPEAN LANGUAGES,Armenian,Armenian,Nebraska,NE,5,9,,
OTHER INDO-EUROPEAN LANGUAGES,Persian,Persian,Nebraska,NE,640,321,404,296
OTHER INDO-EUROPEAN LANGUAGES,Hindi,Hindi,Nebraska,NE,"1,238",347,230,165
OTHER INDO-EUROPEAN LANGUAGES,Gujarati,Gujarati,Nebraska,NE,275,136,130,83
OTHER INDO-EUROPEAN LANGUAGES,Urdu,Urdu,Nebraska,NE,389,180,124,100
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,India,Nebraska,NE,60,60,60,60
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Bengali,Nebraska,NE,520,232,150,148
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Panjabi,Nebraska,NE,225,258,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Marathi,Nebraska,NE,195,144,20,26
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Oriya,Nebraska,NE,,,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Assamese,Nebraska,NE,,,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Nepali,Nebraska,NE,"1,110",463,715,378
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Sinhalese,Nebraska,NE,145,103,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Krio,Nebraska,NE,55,74,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Romanian,Nebraska,NE,130,85,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Welsh,Nebraska,NE,40,59,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Irish Gaelic,Nebraska,NE,115,76,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Scottic Gaelic,Nebraska,NE,,,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Albanian,Nebraska,NE,80,78,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Lithuanian,Nebraska,NE,220,96,35,34
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Latvian,Nebraska,NE,70,69,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Pashto,Nebraska,NE,75,79,20,26
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Kurdish,Nebraska,NE,955,542,410,247
ASIAN AND PACIFIC ISLAND LANGUAGES,"Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",Chinese,Nebraska,NE,"3,575",507,"2,240",440
ASIAN AND PACIFIC ISLAND LANGUAGES,"Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",Cantonese,Nebraska,NE,90,54,35,28
ASIAN AND PACIFIC ISLAND LANGUAGES,"Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",Mandarin,Nebraska,NE,640,237,325,146
ASIAN AND PACIFIC ISLAND LANGUAGES,"Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",Formosan,Nebraska,NE,40,41,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Japanese,Japanese,Nebraska,NE,"1,075",256,370,133
ASIAN AND PACIFIC ISLAND LANGUAGES,Korean,Korean,Nebraska,NE,"1,160",271,538,174
ASIAN AND PACIFIC ISLAND LANGUAGES,"Mon-Khmer, Cambodian","Mon-Khmer, Cambodian",Nebraska,NE,84,63,50,43
ASIAN AND PACIFIC ISLAND LANGUAGES,Hmong,Hmong,Nebraska,NE,37,47,12,17
ASIAN AND PACIFIC ISLAND LANGUAGES,Thai,Thai,Nebraska,NE,835,295,392,148
ASIAN AND PACIFIC ISLAND LANGUAGES,Laotian,Laotian,Nebraska,NE,734,202,519,159
ASIAN AND PACIFIC ISLAND LANGUAGES,Vietnamese,Vietnamese,Nebraska,NE,"7,616",757,"4,627",585
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Uighur,Nebraska,NE,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Turkish,Nebraska,NE,360,249,75,83
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Mongolian,Nebraska,NE,60,68,40,44
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Telugu,Nebraska,NE,"1,055",306,170,83
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Kannada,Nebraska,NE,95,84,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Malayalam,Nebraska,NE,125,97,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Tamil,Nebraska,NE,770,235,175,112
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Tibetan,Nebraska,NE,175,153,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Burmese,Nebraska,NE,440,203,375,184
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Asian languages,Karen,Nebraska,NE,"1,550",482,"1,465",473
ASIAN AND PACIFIC ISLAND LANGUAGES,Tagalog,Tagalog,Nebraska,NE,"1,320",329,274,99
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Indonesian,Nebraska,NE,245,163,55,45
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Malay,Nebraska,NE,65,58,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Bisayan,Nebraska,NE,155,142,15,18
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Sebuano,Nebraska,NE,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Pampangan,Nebraska,NE,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Chamorro,Nebraska,NE,60,45,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Marshallese,Nebraska,NE,160,171,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Mokilese,Nebraska,NE,80,71,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Palau,Nebraska,NE,45,29,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Samoan,Nebraska,NE,100,84,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Tongan,Nebraska,NE,,,,
ASIAN AND PACIFIC ISLAND LANGUAGES,Other Pacific Island languages,Hawaiian,Nebraska,NE,,,,
ALL OTHER LANGUAGES,Navajo,Navajo,Nebraska,NE,5,8,,
ALL OTHER LANGUAGES,Other Native North American languages,Inupik,Nebraska,NE,45,73,,
ALL OTHER LANGUAGES,Other Native North American languages,Yupik,Nebraska,NE,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Algonquian,Nebraska,NE,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Arapaho,Nebraska,NE,20,23,,
ALL OTHER LANGUAGES,Other Native North American languages,Fox,Nebraska,NE,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Miami,Nebraska,NE,40,103,35,90
ALL OTHER LANGUAGES,Other Native North American languages,Ojibwa,Nebraska,NE,30,46,,
ALL OTHER LANGUAGES,Other Native North American languages,Tlingit,Nebraska,NE,25,27,,
ALL OTHER LANGUAGES,Other Native North American languages,Tonkawa,Nebraska,NE,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Dakota,Nebraska,NE,565,160,55,39
ALL OTHER LANGUAGES,Other Native North American languages,Winnebago,Nebraska,NE,225,89,10,12
ALL OTHER LANGUAGES,Other Native North American languages,Omaha,Nebraska,NE,300,113,10,8
ALL OTHER LANGUAGES,Other Native North American languages,Ponca,Nebraska,NE,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Oneida,Nebraska,NE,,,,
ALL OTHER LANGUAGES,Other Native North American languages,Cherokee,Nebraska,NE,95,77,,
ALL OTHER LANGUAGES,Other Native North American languages,Tewa,Nebraska,NE,,,,
ALL OTHER LANGUAGES,Other Native North American languages,American Indian,Nebraska,NE,90,53,20,23
ALL OTHER LANGUAGES,Hungarian,Hungarian,Nebraska,NE,30,31,18,29
ALL OTHER LANGUAGES,Arabic,Arabic,Nebraska,NE,"3,553",682,"1,767",422
ALL OTHER LANGUAGES,Hebrew,Hebrew,Nebraska,NE,154,89,13,14
ALL OTHER LANGUAGES,African languages,Amharic,Nebraska,NE,355,185,195,146
ALL OTHER LANGUAGES,African languages,Chadic,Nebraska,NE,60,67,,
ALL OTHER LANGUAGES,African languages,Cushite,Nebraska,NE,"1,965",532,"1,110",342
ALL OTHER LANGUAGES,African languages,Sudanic,Nebraska,NE,740,353,345,180
ALL OTHER LANGUAGES,African languages,Nilotic,Nebraska,NE,"1,670",691,545,224
ALL OTHER LANGUAGES,African languages,Nubian,Nebraska,NE,110,181,,
ALL OTHER LANGUAGES,African languages,Swahili,Nebraska,NE,145,72,10,19
ALL OTHER LANGUAGES,African languages,Bantu,Nebraska,NE,275,136,,
ALL OTHER LANGUAGES,African languages,Mande,Nebraska,NE,240,223,115,134
ALL OTHER LANGUAGES,African languages,Fulani,Nebraska,NE,,,,
ALL OTHER LANGUAGES,African languages,"Kru, Ibo, Yoruba",Nebraska,NE,385,161,155,143
ALL OTHER LANGUAGES,African languages,Efik,Nebraska,NE,60,64,,
ALL OTHER LANGUAGES,Other and unspecified languages,Finnish,Nebraska,NE,40,43,,
ALL OTHER LANGUAGES,Other and unspecified languages,Caucasian,Nebraska,NE,,,,
ALL OTHER LANGUAGES,Other and unspecified languages,Mayan languages,Nebraska,NE,565,435,560,431
ALL OTHER LANGUAGES,Other and unspecified languages,Uncodable,Nebraska,NE,95,55,,
ENGLISH,English,English,Nevada,NV,"1,799,141","6,469",,
SPANISH AND SPANISH CREOLE,Spanish and Spanish Creole,Spanish,Nevada,NV,"517,935","4,650","230,365","3,870"
OTHER INDO-EUROPEAN LANGUAGES,"French (incl. Patois, Cajun)",French,Nevada,NV,"7,940",696,"1,510",356
OTHER INDO-EUROPEAN LANGUAGES,"French (incl. Patois, Cajun)",Patois,Nevada,NV,130,99,,
OTHER INDO-EUROPEAN LANGUAGES,"French (incl. Patois, Cajun)",French Creole,Nevada,NV,543,220,37,53
OTHER INDO-EUROPEAN LANGUAGES,Italian,Italian,Nevada,NV,"4,794",639,"1,091",243
OTHER INDO-EUROPEAN LANGUAGES,Portuguese (incl. Portuguese Creole),Portuguese,Nevada,NV,"2,755",420,710,159
OTHER INDO-EUROPEAN LANGUAGES,Portuguese (incl. Portuguese Creole),Papia Mentae,Nevada,NV,,,,
OTHER INDO-EUROPEAN LANGUAGES,German (incl. Luxembourgian),German,Nevada,NV,"7,945",701,"1,125",232
OTHER INDO-EUROPEAN LANGUAGES,German (incl. Luxembourgian),Luxembourgian,Nevada,NV,50,40,,
OTHER INDO-EUROPEAN LANGUAGES,Yiddish,Yiddish,Nevada,NV,367,154,69,59
OTHER INDO-EUROPEAN LANGUAGES,Other West Germanic languages,Dutch,Nevada,NV,945,209,170,96
OTHER INDO-EUROPEAN LANGUAGES,Other West Germanic languages,Afrikaans,Nevada,NV,90,52,,
OTHER INDO-EUROPEAN LANGUAGES,Other West Germanic languages,Frisian,Nevada,NV,,,,
OTHER INDO-EUROPEAN LANGUAGES,Scandinavian languages,Swedish,Nevada,NV,290,113,,
OTHER INDO-EUROPEAN LANGUAGES,Scandinavian languages,Danish,Nevada,NV,450,152,,
OTHER INDO-EUROPEAN LANGUAGES,Scandinavian languages,Norwegian,Nevada,NV,535,220,60,51
OTHER INDO-EUROPEAN LANGUAGES,Scandinavian languages,Icelandic,Nevada,NV,40,45,,
OTHER INDO-EUROPEAN LANGUAGES,Greek,Greek,Nevada,NV,"2,236",398,425,134
OTHER INDO-EUROPEAN LANGUAGES,Russian,Russian,Nevada,NV,"5,168",812,"1,810",419
OTHER INDO-EUROPEAN LANGUAGES,Polish,Polish,Nevada,NV,"2,496",551,460,176
OTHER INDO-EUROPEAN LANGUAGES,Serbo-Croatian languages,Serbocroatian,Nevada,NV,"1,425",599,740,341
OTHER INDO-EUROPEAN LANGUAGES,Serbo-Croatian languages,Croatian,Nevada,NV,830,422,300,202
OTHER INDO-EUROPEAN LANGUAGES,Serbo-Croatian languages,Serbian,Nevada,NV,"1,570",530,640,278
OTHER INDO-EUROPEAN LANGUAGES,Other Slavic languages,Ukrainian,Nevada,NV,425,168,135,101
OTHER INDO-EUROPEAN LANGUAGES,Other Slavic languages,Czech,Nevada,NV,470,173,180,96
OTHER INDO-EUROPEAN LANGUAGES,Other Slavic languages,Slovak,Nevada,NV,65,49,,
OTHER INDO-EUROPEAN LANGUAGES,Other Slavic languages,Bulgarian,Nevada,NV,"1,765",485,780,263
OTHER INDO-EUROPEAN LANGUAGES,Other Slavic languages,Macedonian,Nevada,NV,170,123,,
OTHER INDO-EUROPEAN LANGUAGES,Other Slavic languages,Slovene,Nevada,NV,75,60,,
OTHER INDO-EUROPEAN LANGUAGES,Armenian,Armenian,Nevada,NV,"2,411",585,704,214
OTHER INDO-EUROPEAN LANGUAGES,Persian,Persian,Nevada,NV,"4,187",785,"1,485",396
OTHER INDO-EUROPEAN LANGUAGES,Hindi,Hindi,Nevada,NV,"2,435",573,894,390
OTHER INDO-EUROPEAN LANGUAGES,Gujarati,Gujarati,Nevada,NV,"1,022",372,626,252
OTHER INDO-EUROPEAN LANGUAGES,Urdu,Urdu,Nevada,NV,"1,536",470,407,149
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,India,Nevada,NV,515,356,230,187
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Bengali,Nevada,NV,765,485,335,227
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Panjabi,Nevada,NV,"1,485",535,600,270
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Marathi,Nevada,NV,165,137,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Oriya,Nevada,NV,,,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Assamese,Nevada,NV,,,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Nepali,Nevada,NV,"1,030",463,750,382
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Sindhi,Nevada,NV,35,38,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Pakistan,Nevada,NV,35,62,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Sinhalese,Nevada,NV,450,233,80,52
OTHER INDO-EUROPEAN LANGUAGES,Other Indic languages,Romany,Nevada,NV,,,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Jamaican Creole,Nevada,NV,30,27,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Krio,Nevada,NV,,,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Pidgin,Nevada,NV,,,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Romanian,Nevada,NV,"1,760",476,745,298
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Welsh,Nevada,NV,,,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Irish Gaelic,Nevada,NV,115,89,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Scottic Gaelic,Nevada,NV,45,50,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Albanian,Nevada,NV,895,521,460,293
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Lithuanian,Nevada,NV,245,140,110,72
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Latvian,Nevada,NV,25,24,,
OTHER INDO-EUROPEAN LANGUAGES,Other Indo-European languages,Pashto,Nevada,NV,145,143,85,105
ASIAN AND PACIFIC ISLAND LANGUAGES,"Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",Chinese,Nevada,NV,"17,580","1,562","10,470","1,078"
ASIAN AND PACIFIC ISLAND LANGUAGES,"Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",Cantonese,Nevada,NV,"4,495",816,"2,525",620
ASIAN AND PACIFIC ISLAND LANGUAGES,"Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",Mandarin,Nevada,NV,"4,375",700,"2,315",544
ASIAN AND PACIFIC ISLAND LANGUAGES,"Chinese (incl. Cantonese, Mandarin, other Chinese languages4)",Formosan,Nevada,NV,"1,070",320,715,208
ASIAN AND PACIFIC ISLAND LANGUAGES,Japanese,Japanese,Nevada,NV,"5,811",640,"2,349",455
